claim_id,policy_age_days,claim_amount,previous_claims,incident_severity,police_report,witness_present,policy_holder_age,policy_tenure_years,vehicle_age,fraud
CLM_001260,114,3730.08,0,Moderate,0,0,43,10.6,9.7,0
CLM_001261,20,25861.777589197678,3,Minor,1,0,25,10.3,1.2,1
CLM_001262,135,106145.95,1,Minor,0,0,40,7.1,2.7,0
CLM_001263,221,10309.84,0,Moderate,0,0,7,1.3,1.5,0
CLM_001264,25,37354.5021392831,0,Total Loss,1,0,47,1.4,0.1,1
CLM_001265,27,1395.56,1,Total Loss,1,1,52,5.7,11.4,0
CLM_001266,181,639.83,0,Moderate,1,0,32,3.9,0.7,0
CLM_001267,238,3273.11,0,Moderate,0,1,36,3.7,7.3,0
CLM_001268,334,3500.83,3,Minor,1,1,24,1.0,2.1,0
CLM_001269,125,591.25,0,Moderate,1,1,11,5.4,1.6,0
CLM_001270,7,5366.7058932860655,1,Minor,0,0,22,2.6,14.2,1
CLM_001271,717,5426.1,1,Minor,0,1,54,1.8,5.4,0
CLM_001272,552,5118.36,0,Moderate,0,0,40,6.0,5.8,0
CLM_001273,14,6351.41,0,Minor,0,0,48,1.5,7.1,0
CLM_001274,239,4612.14,0,Minor,1,0,75,3.2,2.1,0
CLM_001275,78,4021.408297629187,3,Severe,0,1,59,1.9,4.1,1
CLM_001276,101,1379.05,2,Minor,0,0,53,2.7,1.6,0
CLM_001277,1575,493.52,3,Minor,0,1,37,0.1,9.0,0
CLM_001278,3,114230.01122656437,4,Minor,1,0,68,1.9,4.6,1
CLM_001279,35,4791.621221953018,2,Minor,0,1,63,2.4,1.4,1
CLM_001280,351,2127.54,1,Minor,1,1,58,2.0,11.5,0
CLM_001281,442,740.12,1,Severe,0,1,44,5.6,4.3,0
CLM_001282,299,243649.71,0,Minor,1,0,31,1.1,3.4,0
CLM_001283,3,595.86,0,Severe,0,1,67,6.5,0.2,0
CLM_001284,144,1566.7,0,Minor,0,1,58,1.5,12.0,0
CLM_001285,266,5562.23,1,Moderate,0,0,41,3.6,15.2,0
CLM_001286,33,7334.32,0,Moderate,1,0,40,0.3,4.1,0
CLM_001287,157,12542.75,0,Moderate,0,1,26,0.7,2.9,0
CLM_001288,12,44864.98,0,Moderate,0,0,56,4.3,2.2,0
CLM_001289,29,6369.25,0,Total Loss,0,1,47,0.0,1.6,0
CLM_001290,184,611.52,0,Minor,1,0,50,10.4,4.3,0
CLM_001291,65,3578.0050887262387,2,Moderate,0,0,58,0.6,0.7,1
CLM_001292,2,7366.651592977164,1,Severe,1,0,55,6.9,12.6,1
CLM_001293,426,66326.12,0,Minor,0,0,31,2.2,1.0,0
CLM_001294,0,587.2967474212684,2,Minor,0,0,45,2.5,6.8,1
CLM_001295,81,18103.58,1,Minor,1,1,51,0.3,1.8,0
CLM_001296,12,7841.237447432763,6,Moderate,0,0,52,1.4,1.3,1
CLM_001297,40,10474.99,1,Minor,0,1,21,0.5,4.1,0
CLM_001298,369,2558.07,3,Minor,1,1,29,2.2,7.2,0
CLM_001299,447,842.48,0,Moderate,1,0,54,2.4,6.5,0
CLM_001300,11,9194.03,0,Moderate,0,0,54,3.7,1.3,0
CLM_001301,1004,7955.72,0,Minor,1,0,69,6.3,2.0,0
CLM_001302,46,33204.248229505276,3,Minor,0,0,21,1.9,10.2,1
CLM_001303,284,2922.06,0,Moderate,0,0,58,0.8,6.4,0
CLM_001304,450,1212.29,1,Total Loss,0,0,50,1.2,6.2,0
CLM_001305,37,536.9444949949723,4,Moderate,0,1,29,5.6,1.6,1
CLM_001306,457,10188.96,1,Severe,0,0,18,0.5,7.9,0
CLM_001307,590,5629.83,0,Minor,1,0,59,3.0,2.2,0
CLM_001308,151,700.17,2,Minor,1,1,30,0.0,2.6,0
CLM_001309,615,1328.94,0,Moderate,1,1,25,0.8,1.7,0
CLM_001310,51,3091.084345626184,6,Severe,0,1,51,2.7,0.6,1
CLM_001311,821,322.31,0,Moderate,1,1,44,1.8,2.7,0
CLM_001312,289,874.35,0,Severe,0,0,53,2.0,0.1,0
CLM_001313,620,544.17,0,Total Loss,0,1,51,3.2,3.0,0
CLM_001314,15,3357.112275220422,1,Minor,0,1,95,0.8,6.5,1
CLM_001315,376,984.32,0,Minor,0,0,55,1.0,16.2,0
CLM_001316,272,259.69,0,Minor,0,0,54,3.5,0.4,0
CLM_001317,480,61937.76,2,Minor,0,0,31,2.3,1.7,0
CLM_001318,152,46546.308699929265,2,Minor,0,0,68,0.0,3.4,1
CLM_001319,22,926.55,0,Severe,1,0,37,3.3,0.9,0
CLM_001320,103,4485.62,0,Minor,1,1,31,2.9,0.6,0
CLM_001321,63,5575.84,0,Minor,0,0,41,0.2,3.0,0
CLM_001322,749,17794.22,1,Minor,1,0,51,4.1,4.3,0
CLM_001323,90,873.14,1,Total Loss,1,0,38,2.2,8.6,0
CLM_001324,1359,15339.1,2,Moderate,0,1,31,0.7,30.6,0
CLM_001325,149,1310.47,0,Total Loss,1,0,31,2.5,7.4,0
CLM_001326,73,401.9,0,Total Loss,0,0,48,2.7,1.3,0
CLM_001327,569,8832.6,0,Moderate,0,1,53,7.6,6.9,0
CLM_001328,392,20663.78,1,Minor,0,0,54,4.1,3.9,0
CLM_001329,251,144619.79,0,Minor,0,0,21,1.1,3.0,0
CLM_001330,295,492.95,0,Minor,1,0,32,0.4,13.7,0
CLM_001331,463,8504.75,0,Severe,0,1,58,5.8,6.1,0
CLM_001332,94,1612.11,1,Minor,0,1,38,5.6,5.7,0
CLM_001333,2047,9653.14,1,Minor,1,0,48,0.6,0.1,0
CLM_001334,1343,328.41,0,Moderate,1,0,84,0.2,10.0,0
CLM_001335,13,1273.3760807149565,2,Moderate,1,1,11,3.7,7.9,1
CLM_001336,81,930.93,1,Moderate,0,1,43,3.8,1.8,0
CLM_001337,416,3355.8,0,Minor,0,1,55,0.6,1.7,0
CLM_001338,49,3389.9502278407417,1,Severe,0,1,30,3.3,0.3,1
CLM_001339,11,8011.09,0,Moderate,0,0,42,1.0,0.3,0
CLM_001340,108,13909.7,1,Minor,0,1,26,0.9,5.5,0
CLM_001341,226,7327.33,0,Severe,1,1,53,1.2,1.0,0
CLM_001342,12,81350.95979918119,2,Total Loss,1,1,34,2.2,12.9,1
CLM_001343,474,5562.15,1,Minor,0,1,38,4.9,9.2,0
CLM_001344,495,480.42,2,Minor,0,0,58,2.1,2.1,0
CLM_001345,202,23041.79,0,Moderate,0,1,53,1.1,2.4,0
CLM_001346,154,1202.63,0,Minor,0,1,59,6.5,2.0,0
CLM_001347,169,11679.94,1,Severe,0,1,71,0.2,0.5,0
CLM_001348,1603,31590.17,0,Minor,0,0,46,4.8,0.2,0
CLM_001349,7,13350.870673104244,2,Severe,0,1,76,4.6,3.0,1
CLM_001350,736,316.01,0,Moderate,0,1,47,0.9,14.3,0
CLM_001351,315,751.96,0,Moderate,0,0,64,0.7,12.5,0
CLM_001352,210,21679.38,0,Minor,0,1,44,6.2,8.3,0
CLM_001353,471,2313.04,0,Minor,0,1,57,2.5,5.0,0
CLM_001354,243,3358.87,0,Minor,0,0,38,0.1,9.7,0
CLM_001355,754,9304.34,1,Minor,0,0,65,6.6,3.6,0
CLM_001356,12,21372.46890507308,4,Minor,0,0,62,1.3,1.0,1
CLM_001357,199,4528.74,0,Severe,0,0,41,1.3,5.8,0
CLM_001358,6,5454.01181063321,2,Minor,0,0,47,3.1,12.7,1
CLM_001359,327,1864.96,2,Severe,0,0,30,3.2,0.1,0
CLM_001360,888,10795.11,0,Moderate,1,0,58,1.3,1.4,0
CLM_001361,4,15632.735715810213,2,Severe,0,0,57,0.5,1.5,1
CLM_001362,356,2026.47,0,Total Loss,0,0,26,2.4,0.5,0
CLM_001363,364,15110.85,0,Minor,1,1,77,2.9,1.3,0
CLM_001364,482,2456.39,0,Severe,1,0,50,5.9,2.4,0
CLM_001365,51,830.9,1,Moderate,0,1,41,2.0,14.1,0
CLM_001366,459,954.84,2,Severe,1,0,62,3.1,9.8,0
CLM_001367,874,686.69,1,Moderate,0,0,37,0.2,14.6,0
CLM_001368,72,1981.06,0,Moderate,1,0,64,6.7,0.6,0
CLM_001369,98,18969.48,1,Minor,0,1,27,1.2,0.1,0
CLM_001370,1297,891.01,0,Minor,1,1,41,3.0,0.6,0
CLM_001371,72,3954.91,2,Moderate,1,1,43,7.4,12.3,0
CLM_001372,703,1113.17,1,Total Loss,0,0,36,5.0,0.9,0
CLM_001373,13,5256.047129784731,1,Severe,0,1,33,3.0,4.3,1
CLM_001374,103,309.49,1,Minor,0,0,37,3.6,1.3,0
CLM_001375,746,2141.35,0,Severe,0,1,37,7.6,0.1,0
CLM_001376,215,2229.3,0,Severe,0,0,37,5.0,0.4,0
CLM_001377,263,6703.81,1,Minor,1,0,66,2.8,6.2,0
CLM_001378,4,9320.901106433575,4,Minor,0,0,51,3.2,1.0,1
CLM_001379,328,493.94,0,Minor,0,1,43,0.5,1.3,0
CLM_001380,65,15158.21,0,Severe,0,0,56,1.9,2.4,0
CLM_001381,181,4086.54,0,Severe,0,0,43,1.1,5.4,0
CLM_001382,1272,4014.19,1,Minor,0,0,33,1.7,3.2,0
CLM_001383,108,2940.18,0,Minor,1,1,20,3.3,14.5,0
CLM_001384,390,1371.09,0,Severe,1,0,59,0.5,2.8,0
CLM_001385,143,4132.77,0,Total Loss,0,1,11,0.1,1.1,0
CLM_001386,541,6083.79,0,Severe,0,1,22,1.5,3.8,0
CLM_001387,51,216.95,0,Moderate,0,1,52,1.2,3.0,0
CLM_001388,20,3978.6521570485215,3,Minor,0,1,44,1.6,7.7,1
CLM_001389,220,2033.63,0,Moderate,0,1,66,8.0,13.7,0
CLM_001390,1,6888.135893353765,2,Minor,0,0,35,3.7,9.0,1
CLM_001391,16,38650.12976775777,1,Severe,0,0,56,1.2,2.5,1
CLM_001392,67,936.72,1,Minor,0,1,42,0.6,1.2,0
CLM_001393,267,1412.42,0,Severe,1,0,53,2.9,12.3,0
CLM_001394,150,1381.88,1,Minor,1,0,47,3.2,2.4,0
CLM_001395,644,895.79,0,Severe,0,1,52,2.0,7.4,0
CLM_001396,205,1770.86,0,Minor,0,0,48,0.7,22.8,0
CLM_001397,104,9473.02,0,Moderate,0,1,49,0.1,4.3,0
CLM_001398,350,613.54,1,Moderate,1,1,28,0.9,3.3,0
CLM_001399,447,5663.07,0,Minor,0,0,46,1.8,6.0,0
CLM_001400,66,232.09,3,Total Loss,1,0,54,4.7,1.1,0
CLM_001401,95,2691.360413412384,2,Moderate,1,0,44,5.8,3.3,1
CLM_001402,13,4828.94661856183,4,Moderate,0,1,43,1.6,1.9,1
CLM_001403,486,36764.56,2,Severe,0,0,16,4.8,0.9,0
CLM_001404,397,1973.96,1,Severe,0,0,68,15.0,4.7,0
CLM_001405,234,109.74,0,Moderate,0,1,24,3.8,4.3,0
CLM_001406,678,148.66,0,Total Loss,0,0,35,3.9,7.2,0
CLM_001407,597,3137.07,1,Minor,1,0,33,7.2,10.3,0
CLM_001408,4,13369.991689064254,3,Minor,0,0,49,1.2,1.2,1
CLM_001409,10,11261.76620434471,4,Moderate,0,0,50,0.0,7.6,1
CLM_001410,84,3832.82,1,Minor,0,0,54,13.0,2.3,0
CLM_001411,43,17041.2,2,Moderate,0,1,55,2.0,5.0,0
CLM_001412,114,1326.92,0,Minor,0,0,70,4.6,9.5,0
CLM_001413,21,11411.37,2,Moderate,0,0,40,5.0,1.5,0
CLM_001414,276,257.75,0,Severe,0,0,32,1.5,4.6,0
CLM_001415,1006,767.07,1,Moderate,0,0,41,2.3,3.3,0
CLM_001416,14,198.23,0,Total Loss,0,1,28,2.3,7.8,0
CLM_001417,47,1973.83,1,Severe,0,0,39,0.7,6.0,0
CLM_001418,219,2781.12,1,Minor,1,1,21,0.4,7.3,0
CLM_001419,991,3537.42,1,Minor,0,0,32,2.4,1.7,0
CLM_001420,138,3270.91,0,Minor,1,1,19,0.4,6.1,0
CLM_001421,258,741.5,1,Severe,0,0,63,1.3,4.7,0
CLM_001422,15,2240.91,0,Minor,0,0,46,0.6,3.1,0
CLM_001423,58,315.4,1,Minor,0,0,73,3.7,2.4,0
CLM_001424,1574,23036.69,1,Total Loss,0,1,61,6.2,2.0,0
CLM_001425,1224,1890.43,0,Moderate,0,0,63,2.6,0.0,0
CLM_001426,1,1431.78,1,Minor,0,0,42,1.6,0.9,0
CLM_001427,1106,32319.0,0,Minor,0,1,52,17.1,0.3,0
CLM_001428,372,462.49,0,Severe,0,0,31,0.1,9.4,0
CLM_001429,47,1403.1983445370674,2,Severe,0,0,37,1.1,9.8,1
CLM_001430,221,575.75,0,Minor,1,1,45,1.0,9.4,0
CLM_001431,264,2692.41,0,Moderate,0,0,18,1.3,8.5,0
CLM_001432,244,5695.59,0,Severe,0,1,37,0.8,1.3,0
CLM_001433,11,21741.42196839749,2,Severe,1,0,56,0.9,3.4,1
CLM_001434,54,141208.52,0,Severe,0,0,37,0.9,11.9,0
CLM_001435,11,102.09,0,Moderate,1,0,33,2.1,7.1,0
CLM_001436,134,7428.68,0,Total Loss,0,1,39,1.5,0.0,0
CLM_001437,445,1292.46,0,Minor,0,1,56,3.1,3.1,0
CLM_001438,82,1236.92,1,Minor,0,1,50,2.2,0.1,0
CLM_001439,408,1176.55,1,Severe,1,0,41,0.6,1.6,0
CLM_001440,1278,762.69,0,Moderate,0,1,45,5.0,2.9,0
CLM_001441,35,37301.44,1,Severe,0,0,57,1.9,11.2,0
CLM_001442,407,10545.41,2,Minor,0,0,64,0.5,5.3,0
CLM_001443,214,3086.5,1,Severe,0,1,37,0.5,2.3,0
CLM_001444,739,22618.5,0,Minor,0,0,43,4.8,3.4,0
CLM_001445,71,308.34,1,Moderate,1,0,63,3.6,8.5,0
CLM_001446,430,405.02,0,Minor,0,0,52,2.1,1.8,0
CLM_001447,664,113.64,0,Moderate,1,1,23,1.1,4.8,0
CLM_001448,1056,1044.07,1,Severe,0,0,31,1.9,1.5,0
CLM_001449,419,3799.21,1,Minor,0,0,32,3.0,3.3,0
CLM_001450,14,8061.503192327795,2,Minor,0,1,38,6.3,0.1,1
CLM_001451,46,8027.3686034993825,5,Moderate,0,0,50,2.4,9.6,1
CLM_001452,741,359.03,1,Severe,1,0,73,1.0,0.2,0
CLM_001453,9,26133.147225362918,1,Minor,0,1,43,0.1,1.3,1
CLM_001454,11,4270.31,0,Minor,0,1,54,0.6,2.0,0
CLM_001455,975,8951.55,1,Minor,1,0,62,3.2,4.9,0
CLM_001456,19,430.48254606905897,4,Total Loss,0,1,67,0.5,6.4,1
CLM_001457,411,4756.35,0,Minor,0,0,62,2.0,0.4,0
CLM_001458,88,501.88,0,Minor,0,0,33,3.6,0.2,0
CLM_001459,392,1642.57,2,Severe,0,0,23,1.1,8.0,0
CLM_001460,182,6644.52,0,Moderate,0,0,35,3.3,6.2,0
CLM_001461,384,3417.42,0,Minor,0,0,47,2.6,8.9,0
CLM_001462,41,831.05,0,Total Loss,0,1,33,1.7,5.6,0
CLM_001463,391,3009.14,1,Moderate,0,1,20,6.8,7.0,0
CLM_001464,1,842.6919794481599,1,Moderate,0,1,26,3.5,2.4,1
CLM_001465,18,16737.4,0,Minor,0,1,90,1.3,4.5,0
CLM_001466,1379,2190.91,0,Severe,0,0,41,4.9,8.2,0
CLM_001467,190,15959.75,0,Minor,0,0,72,4.0,0.9,0
CLM_001468,746,1353.17,1,Minor,1,1,41,4.7,2.7,0
CLM_001469,556,1359.18,2,Minor,0,1,56,3.1,6.7,0
CLM_001470,305,947.4,0,Severe,0,1,42,1.4,3.8,0
CLM_001471,489,11095.12,0,Moderate,0,0,45,1.3,5.7,0
CLM_001472,5,2673.584032070496,5,Moderate,0,0,56,3.2,1.7,1
CLM_001473,188,7839.21,0,Minor,0,0,38,0.4,0.2,0
CLM_001474,144,1679.62,0,Moderate,1,0,27,5.1,0.1,0
CLM_001475,402,153.86,0,Severe,0,0,32,1.4,14.3,0
CLM_001476,7,2167.601167938746,1,Minor,0,0,32,3.0,14.5,1
CLM_001477,524,508.44,0,Severe,0,1,46,2.1,1.2,0
CLM_001478,583,3136.47,2,Minor,0,0,16,2.2,0.8,0
CLM_001479,208,499.89,0,Severe,1,0,49,4.0,0.1,0
CLM_001480,621,11955.69,1,Minor,1,1,63,3.0,1.3,0
CLM_001481,46,2600.31,1,Moderate,0,0,37,0.9,2.0,0
CLM_001482,18,5548.100055814315,4,Total Loss,0,0,35,0.2,1.4,1
CLM_001483,2,7973.18,0,Total Loss,0,0,74,5.5,8.0,0
CLM_001484,51,19829.000569860153,6,Minor,0,1,67,6.5,6.9,1
CLM_001485,166,2892.43,0,Moderate,0,0,51,0.5,0.4,0
CLM_001486,184,937.48,0,Minor,1,1,33,1.1,6.0,0
CLM_001487,433,208.31,1,Severe,0,0,53,1.0,3.7,0
CLM_001488,179,1065.21,1,Moderate,0,0,29,8.3,0.7,0
CLM_001489,217,1181.08,0,Minor,0,0,25,0.7,6.7,0
CLM_001490,13,7284.196480548083,2,Minor,1,0,51,0.5,0.4,1
CLM_001491,14,3762.0162436092355,5,Total Loss,0,0,37,0.6,1.0,1
CLM_001492,94,8365.73,0,Moderate,0,1,14,3.9,0.8,0
CLM_001493,27,1188.59,0,Minor,0,0,53,6.6,14.0,0
CLM_001494,10,7613.85842111345,1,Minor,0,1,66,1.5,6.0,1
CLM_001495,402,17605.76,0,Minor,0,1,54,0.4,2.6,0
CLM_001496,11,8813.428306266176,0,Moderate,0,1,37,2.6,8.6,1
CLM_001497,15,6716.102264058317,2,Total Loss,1,0,12,0.7,1.2,1
CLM_001498,174,1208.44,0,Severe,0,1,47,0.2,13.4,0
CLM_001499,726,1153.04,0,Moderate,0,0,35,6.5,6.0,0
CLM_001500,267,832.21,2,Severe,0,0,31,6.1,4.1,0
CLM_001501,68,2368.2594849084658,2,Moderate,1,1,15,11.2,7.9,1
CLM_001502,9,9260.37,1,Minor,0,0,73,1.9,5.2,0
CLM_001503,152,2137.02,0,Total Loss,0,1,28,1.0,10.9,0
CLM_001504,174,393.6,1,Minor,0,0,17,4.4,8.8,0
CLM_001505,185,42287.8,0,Minor,0,0,70,0.6,1.1,0
CLM_001506,0,14080.700778525023,6,Total Loss,0,0,45,0.8,1.4,1
CLM_001507,278,361.26,0,Minor,1,0,43,0.9,0.3,0
CLM_001508,341,1536.45,0,Severe,1,0,49,9.1,1.2,0
CLM_001509,29,8076.661502542156,2,Total Loss,0,0,51,3.9,2.1,1
CLM_001510,65,98498.98794326441,6,Moderate,0,1,48,0.4,0.1,1
CLM_001511,462,565.57,1,Minor,0,1,22,0.3,1.9,0
CLM_001512,1136,12888.12,0,Minor,1,1,21,5.6,7.4,0
CLM_001513,6,24324.26,0,Minor,0,1,34,4.9,9.2,0
CLM_001514,79,1160.98,0,Moderate,1,0,37,3.3,0.0,0
CLM_001515,2,1965.95,0,Severe,0,1,39,0.7,0.0,0
CLM_001516,380,629.88,2,Moderate,0,0,48,2.0,0.8,0
CLM_001517,833,2196.91,0,Moderate,0,0,40,2.8,10.3,0
CLM_001518,16,6969.2338815486,1,Moderate,0,1,34,8.1,3.2,1
CLM_001519,31,15679.349392232345,1,Moderate,0,0,50,0.6,20.3,1
CLM_001520,22,15294.91,0,Severe,1,1,55,2.2,10.9,0
CLM_001521,994,970.54,1,Minor,0,0,32,0.5,11.0,0
CLM_001522,158,155.87,0,Severe,0,0,24,1.8,0.7,0
CLM_001523,39,2887.46,0,Moderate,0,0,47,0.7,3.2,0
CLM_001524,242,4629.97,0,Minor,1,0,38,5.4,25.2,0
CLM_001525,108,4333.48,0,Minor,0,1,57,0.9,0.8,0
CLM_001526,122,1826.2,0,Minor,0,1,30,1.6,4.3,0
CLM_001527,134,3594.38,0,Moderate,0,0,26,1.6,2.1,0
CLM_001528,593,28945.42,1,Minor,0,0,35,6.0,2.5,0
CLM_001529,282,5284.86,0,Total Loss,0,0,52,4.3,11.1,0
CLM_001530,136,1702.66,0,Moderate,0,1,39,0.2,4.4,0
CLM_001531,343,1407.69,1,Total Loss,0,0,43,0.2,7.1,0
CLM_001532,459,2310.51,0,Minor,1,1,37,2.4,5.6,0
CLM_001533,116,34721.35,0,Minor,0,1,60,1.7,3.8,0
CLM_001534,194,2264.36,1,Minor,0,1,52,1.0,7.8,0
CLM_001535,47,2893.75,0,Minor,0,0,22,4.7,17.7,0
CLM_001536,72,1445.96,0,Severe,1,1,58,0.4,17.0,0
CLM_001537,417,15498.14,0,Minor,0,1,53,11.0,7.8,0
CLM_001538,73,56373.58,0,Moderate,0,1,61,0.1,3.3,0
CLM_001539,271,5860.09,0,Minor,0,1,37,0.4,0.9,0
CLM_001540,450,3375.03,1,Moderate,0,0,30,1.1,0.2,0
CLM_001541,41,3150.05,0,Severe,1,1,43,2.1,1.3,0
CLM_001542,305,83.39,0,Moderate,1,1,47,0.7,2.1,0
CLM_001543,108,9115.45,0,Severe,0,1,62,4.0,0.7,0
CLM_001544,1202,3645.5,0,Minor,0,1,54,1.3,1.3,0
CLM_001545,241,5667.55,2,Total Loss,0,0,47,0.1,0.4,0
CLM_001546,598,1025.37,0,Severe,0,0,43,6.3,3.7,0
CLM_001547,26,4775.561618474039,3,Moderate,1,1,45,8.6,0.7,1
CLM_001548,12,3927.7307928957143,4,Moderate,0,0,39,2.9,6.8,1
CLM_001549,366,13800.15,2,Total Loss,0,0,55,4.9,2.0,0
CLM_001550,1103,1688.95,1,Moderate,1,0,23,0.4,5.6,0
CLM_001551,335,67777.83,0,Severe,0,1,45,0.9,10.7,0
CLM_001552,624,5689.02,0,Moderate,0,0,60,1.2,0.4,0
CLM_001553,786,439.87,1,Minor,0,0,27,9.7,22.5,0
CLM_001554,94,2458.19,1,Severe,0,0,74,2.2,5.2,0
CLM_001555,86,1121.57,1,Moderate,1,1,28,0.0,0.3,0
CLM_001556,344,110.88,0,Moderate,0,1,37,1.4,1.9,0
CLM_001557,193,32833.56,1,Moderate,0,0,60,0.0,10.9,0
CLM_001558,668,8558.79,0,Minor,0,0,66,0.8,4.5,0
CLM_001559,840,6632.99,0,Severe,0,1,50,1.8,1.7,0
CLM_001560,159,3820.38,0,Total Loss,1,1,49,1.2,14.1,0
CLM_001561,98,375.02,0,Severe,0,1,71,0.1,7.7,0
CLM_001562,553,1443.14,1,Minor,1,1,24,0.4,6.7,0
CLM_001563,117,10537.24,0,Moderate,1,1,19,2.4,11.0,0
CLM_001564,4,1395.420576071874,3,Severe,1,0,16,3.6,7.3,1
CLM_001565,201,66.84,0,Moderate,1,0,32,1.6,1.7,0
CLM_001566,401,2120.36,1,Moderate,0,1,34,3.9,4.4,0
CLM_001567,36,2409.96,1,Total Loss,1,1,50,0.5,9.2,0
CLM_001568,356,3653.15,0,Moderate,0,0,60,0.4,1.0,0
CLM_001569,7,20382.63850703415,4,Moderate,0,1,58,5.5,0.9,1
CLM_001570,322,7757.45,0,Minor,0,1,58,1.2,0.9,0
CLM_001571,67,4394.7,2,Minor,0,1,30,1.7,1.1,0
CLM_001572,487,17913.27,0,Minor,0,0,50,8.8,0.5,0
CLM_001573,724,305.38,0,Total Loss,0,0,33,1.7,9.1,0
CLM_001574,89,6354.21,0,Moderate,0,1,54,0.0,8.5,0
CLM_001575,36,7629.73,1,Moderate,0,0,45,8.3,0.8,0
CLM_001576,8,464.36,0,Severe,0,0,58,0.0,6.1,0
CLM_001577,374,312.84,1,Moderate,1,1,80,3.3,4.9,0
CLM_001578,340,973.68,0,Moderate,0,1,44,1.2,1.6,0
CLM_001579,288,1105.1,3,Minor,0,0,28,1.9,1.3,0
CLM_001580,96,9229.21,1,Severe,0,1,20,2.4,1.4,0
CLM_001581,180,1185.82,0,Minor,0,0,31,1.6,6.6,0
CLM_001582,329,825.08,1,Minor,0,0,61,4.5,1.9,0
CLM_001583,250,1191.0,1,Minor,0,1,52,8.0,1.6,0
CLM_001584,1607,15961.72,0,Minor,0,1,48,0.3,0.1,0
CLM_001585,53,3039.85,1,Minor,0,0,50,4.8,11.9,0
CLM_001586,433,2278.16,1,Moderate,0,0,55,0.4,7.0,0
CLM_001587,1,7168.108810011994,2,Minor,1,0,21,0.3,3.2,1
CLM_001588,204,20704.17,0,Moderate,0,1,59,9.4,14.3,0
CLM_001589,461,968.98,0,Minor,1,1,50,2.0,1.7,0
CLM_001590,430,21445.34,2,Minor,1,0,23,0.5,5.6,0
CLM_001591,1729,4087.73,0,Moderate,0,0,50,2.5,1.8,0
CLM_001592,50,2343.43,0,Total Loss,1,0,25,0.9,1.9,0
CLM_001593,40,126924.89,0,Severe,1,1,52,1.9,9.3,0
CLM_001594,43,972.0810345567497,3,Total Loss,0,1,46,2.9,7.7,1
CLM_001595,315,1753.68,0,Moderate,0,0,29,6.1,1.7,0
CLM_001596,116,469.35,2,Moderate,0,1,51,0.0,0.4,0
CLM_001597,30,12440.26,0,Moderate,0,0,57,0.7,2.2,0
CLM_001598,32,37563.32,1,Moderate,0,0,36,0.3,7.1,0
CLM_001599,819,36493.31,0,Minor,1,0,56,0.3,0.5,0
CLM_001600,77,18693.35,0,Moderate,1,0,40,8.7,5.6,0
CLM_001601,142,2216.24,0,Minor,0,1,58,8.3,11.0,0
CLM_001602,93,1723.55,1,Moderate,1,1,43,4.2,1.0,0
CLM_001603,160,243.04,0,Moderate,1,0,62,3.1,9.9,0
CLM_001604,26,63184.25,0,Minor,0,0,31,5.7,0.3,0
CLM_001605,267,6023.76,1,Minor,0,0,31,0.2,5.5,0
CLM_001606,25,1425.2,0,Minor,0,0,33,0.4,7.8,0
CLM_001607,588,21852.82,4,Total Loss,1,1,46,1.1,2.9,0
CLM_001608,97,692.88,0,Minor,1,1,42,5.4,1.1,0
CLM_001609,283,5485.88,0,Minor,0,0,49,1.9,12.9,0
CLM_001610,774,2300.9,0,Severe,0,0,27,2.1,0.1,0
CLM_001611,384,7769.92,2,Moderate,1,0,34,0.8,4.0,0
CLM_001612,22,5646.183193516786,1,Minor,0,1,64,3.1,2.3,1
CLM_001613,143,338.19,2,Minor,0,0,50,6.6,3.1,0
CLM_001614,147,3338.79,1,Minor,0,0,54,1.2,3.8,0
CLM_001615,404,14375.72,0,Minor,1,0,41,2.9,3.8,0
CLM_001616,1875,2853.14,1,Minor,0,0,49,1.2,1.1,0
CLM_001617,395,9534.51,0,Moderate,0,0,37,4.7,5.7,0
CLM_001618,297,621.23,0,Severe,1,1,17,1.9,0.1,0
CLM_001619,478,2865.82,2,Moderate,0,1,60,1.2,0.1,0
CLM_001620,228,1168.22,0,Moderate,1,0,47,1.6,3.3,0
CLM_001621,46,25250.12225145745,4,Minor,1,0,34,0.3,3.9,1
CLM_001622,10,4863.586160894758,0,Minor,0,1,45,6.0,1.6,1
CLM_001623,1153,8392.64,0,Severe,0,1,38,9.5,4.0,0
CLM_001624,70,15238.28,0,Minor,0,0,67,1.9,3.6,0
CLM_001625,427,8412.11,0,Severe,0,1,55,0.8,2.1,0
CLM_001626,81,4490.31,0,Moderate,0,1,27,3.3,5.3,0
CLM_001627,280,666.93,0,Severe,0,0,25,1.8,15.8,0
CLM_001628,48,7298.93793749151,2,Minor,0,0,48,0.9,3.4,1
CLM_001629,218,1339.92,0,Minor,0,1,47,0.1,7.7,0
CLM_001630,515,1779.17,0,Severe,0,1,52,6.6,1.4,0
CLM_001631,155,1699.69,0,Severe,0,0,42,4.8,7.2,0
CLM_001632,399,685.47,0,Minor,0,0,35,5.3,5.2,0
CLM_001633,579,158.22,2,Total Loss,0,0,52,1.7,5.1,0
CLM_001634,956,1094.21,0,Minor,0,1,53,4.2,11.2,0
CLM_001635,97,3984.11,0,Minor,1,0,63,2.6,1.3,0
CLM_001636,11,830.486825186752,2,Moderate,1,0,56,1.4,2.3,1
CLM_001637,60,3051.91,0,Severe,0,1,32,5.5,0.4,0
